#beta	transition energy [Ry]	dipole strength	initial state energy [Ry]
2e-07	0.046876	0.111167	-0.0625
2.75e-05	0.046933	0.111167	-0.062445
5.75e-05	0.047	0.111167	-0.062384
9.75e-05	0.0471	0.111167	-0.062302
0.0001075	0.047127	0.111167	-0.062282
0.0001175	0.047153	0.111448	-0.062261
0.0001275	0.047182	0.11175	-0.062241
0.0001375	0.04721	0.112084	-0.06222
0.0001475	0.04724	0.11244	-0.0622
0.0001575	0.047269	0.112817	-0.062179
0.0001675	0.047299	0.113214	-0.062158
0.0001775	0.04733	0.113644	-0.062137
0.0001875	0.047361	0.114095	-0.062116
0.0001975	0.047394	0.114564	-0.062096
0.0002075	0.047427	0.115055	-0.062075
0.0002175	0.04746	0.115576	-0.062054
0.0002275	0.047494	0.116117	-0.062033
0.0002375	0.047527	0.116678	-0.062011
0.0002475	0.047563	0.117257	-0.06199
0.0002575	0.047598	0.117867	-0.061969
0.0002675	0.047634	0.118496	-0.061947
0.0002775	0.047671	0.119142	-0.061926
0.0002875	0.047708	0.119807	-0.061905
0.0002975	0.047746	0.120503	-0.061884
0.0003075	0.047784	0.121215	-0.061862
0.0003175	0.047822	0.121944	-0.06184
0.0003275	0.047862	0.122692	-0.061819
0.0003375	0.047902	0.123468	-0.061797
0.0003475	0.047943	0.124261	-0.061776
0.0003575	0.047983	0.12507	-0.061754
0.0003675	0.048025	0.125884	-0.061733
0.0003775	0.048067	0.126739	-0.061711
0.0003875	0.048109	0.127609	-0.061689
0.0003975	0.048152	0.128495	-0.061667
0.0004075	0.048195	0.129396	-0.061645
0.0004175	0.048239	0.130325	-0.061623
0.0004275	0.048283	0.131269	-0.061601
0.0004375	0.048328	0.132228	-0.061579
0.0004475	0.048373	0.133202	-0.061557
0.0004575	0.048419	0.134203	-0.061535
0.0004675	0.048465	0.135217	-0.061512
0.0004775	0.048511	0.136246	-0.06149
0.0004875	0.048559	0.137289	-0.061468
0.0004975	0.048605	0.138359	-0.061445
0.0005075	0.048653	0.139442	-0.061423
0.0005175	0.048702	0.140539	-0.061401
0.0005275	0.04875	0.141648	-0.061378
0.0005375	0.0488	0.142784	-0.061356
0.0005475	0.048849	0.143933	-0.061333
0.0005575	0.048898	0.145095	-0.06131
0.0005675	0.048949	0.146269	-0.061288
0.0005775	0.048999	0.14747	-0.061265
0.0005875	0.049051	0.148687	-0.061243
0.0005975	0.049102	0.149911	-0.06122
0.0006075	0.049153	0.151148	-0.061197
0.0006175	0.049205	0.15241	-0.061174
0.0006275	0.049258	0.153685	-0.061151
0.0006375	0.04931	0.154971	-0.061128
0.0006475	0.049363	0.156268	-0.061105
0.0006575	0.049417	0.157592	-0.061082
0.0006675	0.04947	0.158926	-0.061058
0.0006775	0.049524	0.160273	-0.061035
0.0006875	0.049578	0.161629	-0.061012
0.0006975	0.049633	0.163011	-0.060989
0.0007075	0.049687	0.164406	-0.060965
0.0007175	0.049743	0.16581	-0.060942
0.0007275	0.049798	0.167225	-0.060918
0.0007375	0.049854	0.168666	-0.060895
0.0007475	0.04991	0.170118	-0.060871
0.0007675	0.050023	0.173052	-0.060824
0.0007775	0.05008	0.17455	-0.0608
0.0007875	0.050137	0.176059	-0.060776
0.0007975	0.050195	0.177577	-0.060753
0.0008075	0.050253	0.179107	-0.060729
0.0008175	0.050311	0.180661	-0.060705
0.0008375	0.050428	0.183801	-0.060657
0.0008475	0.050486	0.185385	-0.060633
0.0008575	0.050545	0.186997	-0.060609
0.0008675	0.050605	0.188617	-0.060585
0.0008775	0.050664	0.190247	-0.060561
0.0008875	0.050724	0.191887	-0.060537
0.0009075	0.050845	0.195228	-0.060489
0.0009175	0.050905	0.196914	-0.060464
0.0009275	0.050966	0.198608	-0.06044
0.0009375	0.051027	0.200329	-0.060416
0.0009475	0.051088	0.202061	-0.060391
0.0009575	0.05115	0.2038	-0.060367
0.0009675	0.051211	0.205551	-0.060342
0.0009775	0.051272	0.207325	-0.060317
0.0009875	0.051335	0.209111	-0.060293
0.0009975	0.051397	0.210905	-0.060268
0.0010075	0.051459	0.212709	-0.060243
0.0010175	0.051521	0.214539	-0.060218
0.0010275	0.051584	0.21638	-0.060193
0.0010475	0.05171	0.220086	-0.060143
0.0010675	0.051837	0.223867	-0.060093
0.0010875	0.051964	0.227682	-0.060043
0.0011075	0.052092	0.231571	-0.059992
0.0011275	0.052221	0.235494	-0.059942
0.0011475	0.052351	0.239492	-0.059891
0.0011675	0.052481	0.243524	-0.05984
0.0011875	0.052612	0.247631	-0.059789
0.0012075	0.052744	0.251771	-0.059738
0.0012275	0.052876	0.255987	-0.059686
0.0012475	0.053009	0.260235	-0.059635
0.0012675	0.053143	0.264558	-0.059583
0.0012875	0.053277	0.268909	-0.059531
0.0013075	0.053411	0.27334	-0.059479
0.0013275	0.053546	0.277802	-0.059426
0.0013475	0.053682	0.282338	-0.059374
0.0013675	0.053818	0.286905	-0.059321
0.0013875	0.053955	0.291547	-0.059268
0.0014075	0.054092	0.296218	-0.059215
0.0014275	0.054229	0.300962	-0.059161
0.0014475	0.054368	0.305735	-0.059108
0.0014675	0.054507	0.310581	-0.059054
0.0014875	0.054646	0.315452	-0.059
0.0015075	0.054786	0.320396	-0.058946
0.0015275	0.054926	0.325364	-0.058892
0.0015475	0.055067	0.330402	-0.058837
0.0015675	0.055208	0.335463	-0.058783
0.0015875	0.05535	0.340592	-0.058728
0.0016075	0.055492	0.345739	-0.058673
0.0016275	0.055635	0.350954	-0.058618
0.0016475	0.055778	0.356184	-0.058563
0.0016675	0.055921	0.361478	-0.058507
0.0016875	0.056066	0.366785	-0.058452
0.0017075	0.05621	0.372152	-0.058396
0.0017275	0.056355	0.377528	-0.05834
0.0017475	0.0565	0.382961	-0.058284
0.0017675	0.056647	0.388397	-0.058228
0.0017875	0.056792	0.393888	-0.058171
0.0018075	0.05694	0.399377	-0.058115
0.0018275	0.057086	0.404915	-0.058058
0.0018475	0.057234	0.410446	-0.058001
0.0018675	0.057381	0.416023	-0.057943
0.0018875	0.05753	0.421585	-0.057886
0.0019075	0.057679	0.427187	-0.057829
0.0019275	0.057828	0.43277	-0.057771
0.0019475	0.057977	0.438387	-0.057713
0.0019675	0.058127	0.443976	-0.057655
0.0019875	0.058277	0.449593	-0.057596
0.0020075	0.058428	0.455176	-0.057538
0.0020275	0.05858	0.460779	-0.05748
0.0020475	0.058731	0.466342	-0.057421
0.0020675	0.058883	0.471918	-0.057362
0.0020875	0.059036	0.477441	-0.057303
0.0021075	0.059189	0.482974	-0.057244
0.0021275	0.059341	0.488448	-0.057184
0.0021475	0.059494	0.493922	-0.057124
0.0021675	0.059649	0.499327	-0.057065
0.0021875	0.059803	0.504725	-0.057005
0.0022075	0.059958	0.510046	-0.056945
0.0022275	0.060114	0.515351	-0.056885
0.0022475	0.060269	0.52057	-0.056824
0.0022675	0.060424	0.525765	-0.056763
0.0022875	0.060581	0.530866	-0.056703
0.0023075	0.060738	0.535933	-0.056642
0.0023275	0.060895	0.540898	-0.056581
0.0023475	0.061053	0.545822	-0.05652
0.0023675	0.06121	0.550633	-0.056458
0.0023875	0.061367	0.555396	-0.056396
0.0024075	0.061526	0.560039	-0.056335
0.0024275	0.061685	0.564625	-0.056273
0.0024475	0.061844	0.569082	-0.056211
0.0024675	0.062004	0.573475	-0.056149
0.0024875	0.062165	0.577731	-0.056087
0.0025075	0.062324	0.581917	-0.056024
0.0025275	0.062484	0.585958	-0.055961
0.0025475	0.062645	0.589921	-0.055898
0.0025675	0.062806	0.593733	-0.055835
0.0025875	0.062968	0.597462	-0.055772
0.0026075	0.06313	0.601032	-0.055709
0.0026275	0.063292	0.604513	-0.055645
0.0026475	0.063455	0.607832	-0.055582
0.0026675	0.063618	0.611055	-0.055518
0.0026875	0.063781	0.61411	-0.055454
0.0027075	0.063944	0.617065	-0.05539
0.0027275	0.064108	0.619849	-0.055326
0.0027475	0.064272	0.622524	-0.055262
0.0027675	0.064436	0.625029	-0.055197
0.0027875	0.064601	0.627426	-0.055132
0.0028075	0.064765	0.629645	-0.055067
0.0028275	0.06493	0.631754	-0.055002
0.0028475	0.065096	0.633683	-0.054937
0.0028675	0.065261	0.635499	-0.054871
0.0028875	0.065427	0.637135	-0.054806
0.0029075	0.065593	0.638657	-0.05474
0.0029275	0.065758	0.639996	-0.054674
0.0029475	0.065925	0.641223	-0.054608
0.0029675	0.066093	0.642265	-0.054543
0.0029875	0.06626	0.643195	-0.054477
0.0030075	0.066426	0.643941	-0.05441
0.0030275	0.066593	0.644575	-0.054343
0.0030475	0.066761	0.645028	-0.054277
0.0030675	0.066929	0.645369	-0.05421
0.0030875	0.067097	0.64553	-0.054143
0.0031275	0.067432	0.645453	-0.054008
0.0031475	0.067601	0.645217	-0.053941
0.0031675	0.067769	0.644807	-0.053873
0.0031875	0.067937	0.64429	-0.053805
0.0032075	0.068106	0.643602	-0.053737
0.0032275	0.068274	0.64281	-0.053669
0.0032475	0.068444	0.641811	-0.053601
0.0032675	0.068613	0.64079	-0.053533
0.0032875	0.068781	0.639528	-0.053464
0.0033075	0.06895	0.638243	-0.053395
0.0033275	0.069121	0.636728	-0.053327
0.0033475	0.06929	0.635184	-0.053258
0.0033675	0.06946	0.633422	-0.053189
0.0033875	0.069629	0.631629	-0.05312
0.0034075	0.069799	0.629629	-0.053051
0.0034275	0.069968	0.627595	-0.052981
0.0034475	0.070138	0.625368	-0.052911
0.0034675	0.070308	0.623102	-0.052842
0.0034875	0.070478	0.620653	-0.052772
0.0035075	0.070647	0.618165	-0.052702
0.0035275	0.070817	0.615505	-0.052632
0.0035475	0.070986	0.612803	-0.052561
0.0035675	0.071157	0.609942	-0.052491
0.0035875	0.071326	0.607036	-0.05242
0.0036075	0.071496	0.603983	-0.052349
0.0036275	0.071665	0.600882	-0.052278
0.0036475	0.071835	0.597647	-0.052208
0.0036675	0.072005	0.594363	-0.052137
0.0036875	0.072174	0.590956	-0.052065
0.0037075	0.072343	0.587497	-0.051993
0.0037275	0.072513	0.583927	-0.051922
0.0037475	0.072683	0.580303	-0.051851
0.0037675	0.072853	0.576593	-0.051779
0.0038075	0.07319	0.56895	-0.051634
0.0038275	0.07336	0.565015	-0.051562
0.0038475	0.073529	0.561042	-0.05149
0.0038875	0.073867	0.552865	-0.051345
0.0039075	0.074036	0.54866	-0.051272
0.0039275	0.074204	0.544462	-0.051199
0.0039675	0.074541	0.535832	-0.051053
0.0039875	0.074709	0.531397	-0.050979
0.0040075	0.074877	0.527014	-0.050906
0.0040475	0.075214	0.51801	-0.050759
0.0040675	0.075381	0.513386	-0.050685
0.0040875	0.075548	0.508857	-0.050611
0.0041275	0.075883	0.499558	-0.050463
0.0041475	0.07605	0.494787	-0.050389
0.0041675	0.076216	0.490148	-0.050314
0.0042075	0.07655	0.480632	-0.050165
0.0042275	0.076716	0.475752	-0.05009
0.0042475	0.076882	0.470969	-0.050015
0.0042675	0.077048	0.46612	-0.04994
0.0042875	0.077213	0.461311	-0.049864
0.0043075	0.077379	0.456435	-0.049789
0.0043275	0.077545	0.451609	-0.049714
0.0043475	0.07771	0.446717	-0.049638
0.0043675	0.077874	0.441883	-0.049562
0.0043875	0.078039	0.436982	-0.049486
