#beta	transition energy [Ry]	dipole strength	initial state energy [Ry]
1e-07	0.972242	0.00225236	-1.00002
0.0001075	0.972227	0.00225236	-1.000215
0.0001475	0.972231	0.00225702	-1.000295
0.0001675	0.972234	0.00225958	-1.000335
0.0001875	0.972237	0.00226237	-1.000375
0.0002075	0.97224	0.0022654	-1.000415
0.0002275	0.972244	0.00226871	-1.000455
0.0002475	0.972248	0.00227229	-1.000495
0.0002875	0.972257	0.00228027	-1.000575
0.0003075	0.972261	0.00228468	-1.000615
0.0003275	0.972267	0.00228937	-1.000655
0.0003475	0.972272	0.00229435	-1.000695
0.0003675	0.972278	0.0022996	-1.000735
0.0003875	0.972285	0.00230513	-1.000775
0.0004275	0.972298	0.00231702	-1.000855
0.0004475	0.972305	0.00232339	-1.000895
0.0004675	0.972313	0.00233002	-1.000935
0.0004875	0.972319	0.00233694	-1.000974
0.0005075	0.972328	0.00234412	-1.001014
0.0005275	0.972336	0.00235156	-1.001054
0.0005675	0.972354	0.00236728	-1.001134
0.0005875	0.972363	0.00237552	-1.001174
0.0006075	0.972373	0.00238402	-1.001214
0.0006275	0.972383	0.00239278	-1.001254
0.0006475	0.972393	0.00240179	-1.001294
0.0006675	0.972404	0.00241106	-1.001334
0.0007075	0.972426	0.00243036	-1.001414
0.0007275	0.972438	0.00244038	-1.001454
0.0007475	0.972449	0.00245065	-1.001494
0.0007675	0.972461	0.00246116	-1.001534
0.0007875	0.972474	0.00247191	-1.001574
0.0008075	0.972486	0.00248291	-1.001613
0.0008475	0.972512	0.0025056	-1.001693
0.0008675	0.972525	0.0025173	-1.001733
0.0008875	0.972539	0.00252923	-1.001773
0.0009075	0.972553	0.00254139	-1.001813
0.0009275	0.972568	0.00255378	-1.001853
0.0009475	0.972582	0.00256639	-1.001893
0.0009875	0.972612	0.00259227	-1.001973
0.0010075	0.972628	0.00260554	-1.002013
0.0010275	0.972644	0.00261903	-1.002053
0.0010475	0.97266	0.00263274	-1.002093
0.0010675	0.972676	0.00264665	-1.002133
0.0010875	0.972693	0.00266077	-1.002173
0.0011275	0.972725	0.00268964	-1.002252
0.0011475	0.972743	0.00270439	-1.002292
0.0011675	0.97276	0.00271933	-1.002332
0.0011875	0.972778	0.00273448	-1.002372
0.0012075	0.972796	0.00274982	-1.002412
