#beta	transition energy [Ry]	dipole strength	initial state energy [Ry]
1e-07	0.095526	0.00808154	-0.111151
6.75e-05	0.095355	0.00808154	-0.11111
0.0001075	0.095281	0.00808154	-0.111109
0.0001275	0.095246	0.00809439	-0.111109
0.0001475	0.095211	0.00811002	-0.111108
0.0001675	0.095177	0.00812815	-0.111107
0.0001875	0.095144	0.00814856	-0.111106
0.0002075	0.095111	0.00817113	-0.111105
0.0002275	0.095078	0.00819569	-0.111103
0.0002475	0.095047	0.00822216	-0.111102
0.0002675	0.095017	0.00825039	-0.111101
0.0002875	0.094986	0.0082803	-0.111099
0.0003075	0.094957	0.00831152	-0.111097
0.0003275	0.094927	0.0083444	-0.111095
0.0003475	0.094899	0.00837857	-0.111093
0.0003675	0.094872	0.00841394	-0.111091
0.0003875	0.094845	0.00845036	-0.111089
0.0004075	0.094818	0.00848774	-0.111087
0.0004275	0.094793	0.00852592	-0.111085
0.0004475	0.094767	0.00856482	-0.111082
0.0004675	0.094742	0.00860427	-0.111079
0.0004875	0.094718	0.00864421	-0.111077
0.0005075	0.094694	0.00868445	-0.111074
0.0005275	0.094671	0.00872493	-0.111071
0.0005475	0.094648	0.00876548	-0.111068
0.0005675	0.094625	0.00880601	-0.111065
0.0005875	0.094602	0.00884634	-0.111061
0.0006075	0.094581	0.00888643	-0.111058
0.0006275	0.09456	0.00892606	-0.111054
0.0006475	0.094538	0.0089651	-0.11105
0.0006675	0.094517	0.0090035	-0.111046
0.0006875	0.094498	0.00904112	-0.111043
0.0007075	0.094478	0.00907774	-0.111039
0.0007275	0.094459	0.00911327	-0.111035
0.0007475	0.09444	0.00914749	-0.111031
0.0007675	0.094421	0.00918029	-0.111026
0.0007875	0.094403	0.00921141	-0.111022
0.0008075	0.094384	0.00924072	-0.111017
0.0008275	0.094367	0.0092679	-0.111013
0.0008475	0.094349	0.00929278	-0.111008
0.0008675	0.094331	0.00931497	-0.111003
0.0008875	0.094314	0.00933414	-0.110998
0.0009075	0.094297	0.00934981	-0.110993
0.0009275	0.09428	0.00936145	-0.110987
0.0009675	0.094247	0.00936934	-0.110976
0.0010075	0.094216	0.00934793	-0.110965
0.00103	0.094199	0.00930612	-0.110959
0.0010475	0.094185	0.00927373	-0.110953
0.0010675	0.094169	0.00920455	-0.110947
0.00107	0.094167	0.00919006	-0.110946
0.0010875	0.094155	0.00908873	-0.110941
0.0011075	0.09414	0.008886	-0.110935
0.00111	0.094138	0.00883379	-0.110934
0.0011275	0.094125	0.0084683	-0.110928
0.0011475	0.094111	0.00718097	-0.110922
0.00115	0.094109	0.00652445	-0.110921
0.0011575	0.094104	0.00455455	-0.110919
