#beta	transition energy [Ry]	dipole strength	initial state energy [Ry]
1.5625e-07	0.095486	0.0595784	-0.111111
6.25e-05	0.095632	0.0595784	-0.111236
0.0001025	0.095748	0.0595784	-0.111316
0.0001675	0.09597	0.0595169	-0.111445
0.0001925	0.096067	0.0594426	-0.111495
0.0002125	0.096148	0.05937	-0.111534
0.0002325	0.096234	0.0592838	-0.111574
0.0002475	0.096301	0.0592085	-0.111604
0.0002625	0.09637	0.0591235	-0.111634
0.0002725	0.096416	0.0590605	-0.111653
0.0002825	0.096464	0.058993	-0.111673
0.0002925	0.096513	0.0589204	-0.111693
0.0003025	0.096563	0.0588426	-0.111713
0.0003125	0.096613	0.0587592	-0.111732
0.0003225	0.096664	0.0586701	-0.111752
0.0003325	0.096717	0.0585774	-0.111772
0.0003425	0.096769	0.058481	-0.111791
0.0003525	0.096823	0.0583781	-0.111811
0.0003625	0.096878	0.0582687	-0.111831
0.0003725	0.096932	0.0581527	-0.11185
0.0003825	0.096989	0.0580298	-0.11187
0.0003925	0.097046	0.0578998	-0.11189
0.0004025	0.097102	0.0577625	-0.111909
0.0004075	0.097132	0.0576902	-0.111919
0.0004125	0.097161	0.0576176	-0.111929
0.0004225	0.097219	0.0574649	-0.111948
0.0004325	0.097279	0.0573043	-0.111968
0.0004425	0.09734	0.0571359	-0.111988
0.0004525	0.0974	0.0569593	-0.112007
0.0004625	0.097463	0.0567745	-0.112027
0.0004725	0.097525	0.0565813	-0.112047
0.0004825	0.097588	0.0563789	-0.112066
0.0004875	0.09762	0.0562738	-0.112076
0.0004925	0.097652	0.0561689	-0.112086
0.0005025	0.097715	0.0559505	-0.112105
0.0005125	0.097781	0.0557232	-0.112125
0.0005225	0.097846	0.0554868	-0.112145
0.0005325	0.097912	0.0552413	-0.112164
0.0005425	0.097979	0.0549865	-0.112184
0.0005525	0.098046	0.0547224	-0.112204
0.0005625	0.098114	0.0544488	-0.112223
0.0005675	0.098148	0.0543072	-0.112233
0.0005725	0.098182	0.0541648	-0.112243
0.0005825	0.098251	0.0538703	-0.112262
0.0005925	0.09832	0.053566	-0.112282
0.0006025	0.09839	0.053252	-0.112301
0.0006125	0.09846	0.052928	-0.112321
0.0006225	0.098531	0.052594	-0.11234
0.0006325	0.098602	0.0522498	-0.11236
0.0006425	0.098674	0.0518956	-0.112379
0.0006475	0.09871	0.0517133	-0.112389
0.0006525	0.098746	0.0515309	-0.112399
0.0006625	0.098818	0.051156	-0.112418
0.0006725	0.098891	0.0507706	-0.112437
0.0006825	0.098965	0.0503747	-0.112457
0.0006925	0.099038	0.0499685	-0.112476
0.0007025	0.099113	0.0495515	-0.112496
0.0007125	0.099187	0.049124	-0.112515
0.0007225	0.099262	0.0486858	-0.112534
0.0007275	0.0993	0.0484613	-0.112544
0.0007325	0.099338	0.0482364	-0.112554
0.0007425	0.099413	0.0477758	-0.112573
0.0007525	0.099489	0.0473042	-0.112592
0.0007625	0.099566	0.0468217	-0.112612
0.0007725	0.099643	0.046328	-0.112631
0.0007925	0.099797	0.0453073	-0.11267
0.0008025	0.099875	0.0447801	-0.112689
0.0008075	0.099914	0.0445108	-0.112699
0.0008125	0.099953	0.0442417	-0.112709
0.0008225	0.100031	0.043692	-0.112728
0.0008325	0.10011	0.0431306	-0.112747
0.0008425	0.100188	0.0425577	-0.112766
0.0008625	0.100347	0.0413762	-0.112805
0.0008725	0.100426	0.0407675	-0.112824
0.0008825	0.100506	0.0401466	-0.112843
0.0008875	0.100547	0.0398299	-0.112853
0.0008925	0.100587	0.0395131	-0.112863
0.0009025	0.100667	0.038867	-0.112882
0.0009125	0.100747	0.0382082	-0.112901
