#beta	transition energy [Ry]	dipole strength	initial state energy [Ry]
2e-07	0.054294	0.0476398	-0.06256
8.7e-06	0.054227	0.0476398	-0.06256
0.0001025	0.054251	0.0476398	-0.06311
0.0001075	0.054262	0.0479665	-0.06314
0.00011	0.054268	0.048136	-0.063155
0.0001125	0.054275	0.0483057	-0.06317
0.0001175	0.054288	0.0486568	-0.063199
0.0001225	0.054302	0.0490192	-0.063229
0.0001275	0.054316	0.0493928	-0.063258
0.00013	0.054324	0.0495849	-0.063273
0.0001325	0.054332	0.0497773	-0.063288
0.0001375	0.054348	0.0501724	-0.063317
0.0001425	0.054365	0.0505775	-0.063346
0.0001475	0.054383	0.0509924	-0.063375
0.00015	0.054392	0.0512046	-0.06339
0.0001525	0.054402	0.0514169	-0.063405
0.0001575	0.054421	0.0518506	-0.063434
0.0001625	0.054441	0.0522931	-0.063463
0.0001675	0.054462	0.0527442	-0.063492
0.00017	0.054473	0.0529738	-0.063507
0.0001725	0.054484	0.0532035	-0.063522
0.0001775	0.054506	0.0536707	-0.063551
0.0001825	0.054529	0.0541454	-0.06358
0.0001875	0.054552	0.0546274	-0.063609
0.00019	0.054564	0.0548718	-0.063624
0.0001925	0.054577	0.0551165	-0.063639
0.0001975	0.054602	0.0556124	-0.063668
0.0002025	0.054627	0.0561147	-0.063697
0.0002075	0.054653	0.056623	-0.063726
0.00021	0.054667	0.05688	-0.063741
0.0002125	0.054681	0.0571373	-0.063756
0.0002175	0.054708	0.0576573	-0.063785
0.0002225	0.054735	0.0581824	-0.063813
0.0002275	0.054763	0.0587124	-0.063842
0.00023	0.054778	0.0589796	-0.063857
0.0002325	0.054792	0.0592472	-0.063871
0.0002375	0.054821	0.0597866	-0.0639
0.0002425	0.054852	0.0603299	-0.06393
0.0002475	0.054882	0.0608769	-0.063959
0.00025	0.054897	0.061152	-0.063973
0.0002525	0.054913	0.0614274	-0.063988
0.0002575	0.054944	0.0619812	-0.064017
0.0002625	0.054975	0.0625376	-0.064045
0.0002675	0.055007	0.0630962	-0.064074
0.00027	0.055024	0.0633765	-0.064089
0.0002725	0.05504	0.0636571	-0.064103
0.0002775	0.055073	0.0642195	-0.064132
0.0002825	0.055106	0.064783	-0.064161
0.0002875	0.05514	0.0653486	-0.06419
0.00029	0.055157	0.0656306	-0.064204
0.0002925	0.055174	0.065913	-0.064218
0.0002975	0.055208	0.0664754	-0.064247
0.0003025	0.055243	0.0670382	-0.064276
0.0003075	0.055279	0.0675991	-0.064305
0.00031	0.055296	0.0678783	-0.064319
0.0003125	0.055313	0.0681577	-0.064333
